105,ААГАЛАХ
106,будаа аагалах
107,аагалсан будаа
108,ААГАЛУУЛАХ
109,ААГАРХАГ I
110,ААГАРХАГ II
111,ААГАРХАХ
112,ААГАРХУУ
113,ААГАШИХ
114,ААГАШРАХ
115,ААГАШРУУЛАХ
116,ААГАШУУЛАХ
117,ААГГҮЙ II
118,ААГГҮЙ I
119,ААГГҮЙ III
120,ААГГҮЙВТЭР
121,ААГГҮЙДҮҮ
122,ААГГҮЙДҮҮЛЭХ I
123,ААГГҮЙДҮҮЛЭХ II
124,ААГГҮЙДЭХ I
125,нэрмэл ааггүйдэх
126,цай ааггүйдэх
127,ААГГҮЙДЭХ II
128,ААГГҮЙТГЭХ
129,ААГГҮЙТЭХ
130,ААГГҮЙХЭН
131,ААГЖИХ I
132,ААГЖИХ II
133,ААГЖУУЛАХ I
134,ААГЖУУЛАХ II
135,ААГИМ
136,ААГИХ I
137,аагиж ядрах
138,ихэд аагих
139,ААГИХ II
140,ААГЛАГ
141,ааглаг тэжээл
142,ааглаг ургамал
143,ААГЛАГДАХ
144,өвчинд ааглагдах
145,ААГЛАХ I
146,бяраар ааглах
147,ухаанаар ааглах
148,хүчээр ааглах
149,эрдэм чадлаар ааглах
150,насны залуугаар ааглах
151,ААГЛАХ II
152,ААГЛАХ III
153,хаданд ааглах
154,хашааны завсар ааглах
155,ААГЛАХ IV
156,ААГЛАХ V
157,ААГЛУУ
158,бяраар ааглуу
159,тоогоор ааглуу
160,хүчээр ааглуу
161,None
162,ааглуу хүлэг
163,ААГЛУУДАХ
164,None
165,чадлаар ааглуудах
166,ААГЛУУЛАХ
167,ААГТАЙ II
168,аагтай саримсаг
169,аагтай сонгино
170,аагтай ургамал
171,аагтай цай
172,аагтай сөлтэй
173,аавын сархад аагтай ээжийн цай аагтай
174,ААГТАЙ I
175,аагтай залуу нас
176,аагтай хавтай
177,"аавын хүү аагтай, агт морь агсамтай"
178,"хүү хүн аагтай ч түймэр мэт битгий ноц, хүүхэн хүн ааштай ч салхин мэт бүү хуйсгана"
179,"аагтай эрийн аагийг дарах, шартай эрийн шарыг дарах"
180,None
181,None
182,None
183,ААГТАЙХАН
184,ААГШИХ I
185,ААГШИХ II
186,ААГШУУЛАХ I
187,ААГШУУЛАХ II
188,ААДАЙЛГАХ
189,ААДАЙХ I
190,ААДАЙХ II
191,ААДАЛЗАХ I
192,ААДАЛЗАХ II
193,ААДАЛЗУУЛАХ I
194,ААДАЛЗУУЛАХ II
195,ААДАН I
196,ААДАН II
197,ААДАР
198,None
199,аадар орох
200,аадрын үүл
201,цагаан аадар
202,ширүүн аадар
203,аадар зан
204,ААДАРЛАХ
205,ААДАРШИХ
206,ААДАС 
207,ААДАХ
208,ААДГА 
209,ААДГАНАХ I
210,ААДГАНАХ II
211,ААДГАНУУЛАХ I
212,ААДГАНУУЛАХ II
213,ААДГАР
214,аадгар дээл
215,аадгар өвгөн
216,аадгар морь
217,ААДГАРДАХ
218,ААДГАРДУУ
219,ААДГАРДУУЛАХ
220,None
221,ААДГАРХАН
222,ААДГАС
223,ААДМАГ I
224,ААДРАХ I
225,ААДУУЛАХ
226,ААЖАА
227,ААЖИВТАР
228,ааживтар хөдлөх
229,ааживтар явах
230,None
231,None
232,ААЖИЙ
233,ААЖИМ
234,аажим алхах
235,аажим гэлдрэх
236,аажим тааваар
237,аажим хөдлөх
238,аажим явах
239,аажимдаа нарийсах
240,аажмаар солих
241,аажмаар сулрах
242,аажмаар хийх
243,аажим аажмаар
244,алгуур аажим
245,аажим уужим
246,аажимдаа бүтэх
247,ААЖИМДАХ
248,ААЖИМДУУ
249,ААЖИМДУУЛАХ
250,ААЖИМЛАХ
251,ААЖИМЛУУЛАХ
252,ААЖИМНАХ
253,ААЖИМНУУЛАХ
254,ААЖИМРАХ
255,ААЖИМСАХ
256,ААЖИМСГАХ
257,хэмнэлээ аажимсгах
258,хурдаа аажимсгах
259,явдлаа аажимсгах
260,None
261,ААЖИМСУУЛАХ
262,ААЖИМТАХ
263,ААЖИМТГАХ
264,ААЖИМХАН
265,None
266,None
267,None
268,ААЖУУ
269,аажуу хөдөлгөөн
270,аажуу ярих
271,None
272,аажуу тайван
273,аажуу уужуу
274,ААЖУУВТАР
275,None
276,ААЖУУДАХ
277,аажуудаж хоцрох
278,ААЖУУДУУЛАХ
279,ААЖУУРАЛ
280,ААЖУУРАХ
281,сэтгэл аажуурах
282,ААЖУУРУУЛАХ
283,явдлаа аажууруулах
284,ААЖУУСАХ
285,алхаа нь аажуусах
286,хурд нь аажуусах
287,ААЖУУСГАХ
288,алхаагаа аажуусгах
289,хөдөлгөөнөө аажуусгах
290,дуугаа аажуусгах
291,ААЖУУТАХ
292,ААЖУУТГАХ
293,ААЖУУХАН
294,аажуухан гүйх
295,аажуухан унших
296,аажуухан алхах
297,аажуухан одох
298,аажуухан ирэх
299,None
300,None
301,None
302,None
303,ААЗАЙ
304,аазай эмэгтэй
305,None
306,аазай охин
307,аазай хүүхэн
308,ААЗАЙЛГАХ I
309,ААЗАЙЛГАХ II
310,ААЗАЙХ I
311,ААЗАЙХ II
312,ААЗАЛЗАХ I
313,ААЗАЛЗАХ II
314,ААЗАЛЗУУЛАХ
315,ААЗАС 
316,ААЗГА 
317,ААЗГАЙ
318,аазгай хөдлөх
319,аазгайг нь хөдөлгөх
320,аазгай хүрэх
321,ААЗГАЙТАХ
322,ААЗГАЙТУУЛАХ
323,ААЗГАНАХ I
324,ААЗГАНАХ II
325,ААЗГАНУУЛАХ
326,ААЗГАР
327,None
328,ААЛЗ
329,аалз судлал
330,аалз хэлбэртэн
331,аалзны авгалдай
332,аалзны тор
333,аалзны шүлс
334,None
335,бээрсэн аалз шиг
336,"аалз шиг арваганаж, хорхой шиг хотолзох"
337,"амаар аалз алах биш, үгээр өт үхэх биш"
338,"аалзны мөрөөр арав хонох, хорхойн мөрөөр хорь хонох"
339,ААЛЗАНЦАР
340,ААЛЗАРХАГ
341,ААЛЗАРХУУ
342,None
343,None
344,ААЛЗТАХ
345,АГАЛИГ 
346,ААЛИЙ
347,ААЛИЛАХ
348,ААЛИНХАН
349,None
350,ААЛЬ I
351,ааль муутай
352,ааль сайтай
353,ааль эелдэг
354,ааль авир
355,ааль араншин
356,ааль журам
357,ааль зан ~ зан ааль
358,галбир ааль
359,"сайн аалиар нэр олох, муу аалиар нэр гутах"
360,ААЛЬ II
361,ааль явах
362,ааль хүн
363,ААЛЬГҮЙ I
364,аальгүй зан
365,аальгүй охин
366,алиа болох гээд аальгүй болох
367,аальгүйгээс хамаргүй нь дээр
368,ААЛЬГҮЙ II
369,аальгүй хүн
370,аальгүй хүн ажилгүй агсан морь хөлгүй
371,аальгүй хүүхэн
372,"аальгүй хүүхэн үгэнд унах, агсам морь нүхэнд унах"
373,ААЛЬГҮЙВТЭР
374,ААЛЬГҮЙДҮҮ
375,None
376,ААЛЬГҮЙДЭХ
377,ААЛЬГҮЙРХЭХ
378,аальгүйрхэх янзтай
379,ААЛЬГҮЙРЭХ
380,None
381,ААЛЬГҮЙТҮҮЛЭХ
382,ААЛЬГҮЙТЭСХИЙХ
383,ААЛЬГҮЙТЭХ
384,ААЛЬГҮЙХЭН
385,ААЛЬХАН
386,ААН
387,аан тэгээ юү
388,аан юу гэнээ
389,аан гэх
390,аан уунгүй
391,аантай уунтай
392,аан гээд уун гэж бай
393,ААНАЙ I
394,аанай хүн
395,аанай амжаагүй л байна
396,ААНАЙ II
397,аанай улигт
398,аанай хэвээрээ
399,аанай л
400,ААНАЙ III
401,ААНАЙВТАР
402,ААНАЙДАХ
403,ААНАЙДУУ
404,ААНАЙРАХ
405,ААНАЙТАХ
406,ААНАЙХАН I
407,ААНАЙХАН II
408,ААНАЙХАН III
409,аанайхан морь
410,аанайхан хүн
411,"аанайхан юм өндөр үнэ хүрч чадахгүй, аймтгай хүн их үйлийг бүтээж чадахгүй"
412,ААНАЙШИХ
413,ААНАЙШРАХ
414,ААНАЙШУУЛАХ
415,ААНД
416,аанд нь орхих
417,аанд нь хаях
418,ААНДАА
419,аандаа болох
420,аандаа мэдэгдэх
421,аандаа мэдэх
422,хар аандаа
423,ААР 
424,аар саар
425,аар саар ажил
426,аар саар зүйл
427,аар саар юм
428,аар саар юмаар хөөцөлдөх
429,ААРАГ I
430,аараг ихтэй
431,хар аараг
432,аараг толгод
433,ААРАГЛАХ
434,ААРАНЖИН 
435,None
436,None
437,ААРАХ I
438,ААРАХ II
439,ААРАХ III
440,ААРИГ
441,ААРИГЛАХ
442,аариглаж хүрэнтэх
443,цээж аариглах
444,ААРИМ 
445,ААРИУЛАХ
446,ААРИХ
447,ААРМАГ
448,ААРМАГЛАХ
449,ААРУУ I
450,ААРУУЛ
451,ааруул дэлгэх
452,ааруулын дэлгэц
453,ингэний ааруул
454,хорхой ааруул
455,ааруул ээзгий
456,ааруул хурууд
457,шүд унасан хойно ааруул таарах
458,ААРХАГ
459,аархаг байдалтай
460,аархаг зантай
461,ААРХАЛ
462,ААРХАЛДАХ
463,ААРХАХ
464,ААРХУУ
465,аархуу залуу
466,аархуу зан
467,аархуу саархуу
468,ААРХУУЛАХ
469,ААРЦ
470,аарц буцалгах
471,аарц шүүх
472,аарцан самнаа
473,тогооны аарц
474,аарцны хавчиг
475,аарц цагаа
476,аарц болох
477,ААРЦАГ
478,аарцаг хагалах
479,аарцаг яс
480,аарцгийн хөндий
481,аранзлыг унавч аарцагт наалдахгүй амттанг идэвч араанд шингэхгүй
482,өрөлбийн аарцаг
483,хайчны аарцаг
484,ААРЦЛАХ
485,ААСГАЛДАЙ
486,ААТ
487,ААТАЙ
488,аатай эр
489,арслан аатай ч арганд ордог
490,ААТАЙХАН
491,ААТАН
492,аатан биетэй
493,аатан тагалцаг
494,аатан атаалзай
495,ААТАХ
496,баяндаа аатах
497,бяртайдаа аатах
498,ААТГА 
499,аатга аатга
500,аатга аатга алхлах
501,ААТГАНАХ
502,ААТГАНУУЛАХ
503,ААТГАР
504,None
505,ААХАР
506,аахар шаахар
507,аахар шаахар бараа
508,аахар шаахар наймаа
509,аахар шаахар юм
510,ААХИА
511,ААХИЛААЧИН
512,аахилаачингийн дэргэд уухилаачин
513,ААХИЛАЛДАХ
514,None
515,ААХИЛАХ
516,нохой аахилах
517,халуунд аахилах
518,аахилах уухилах
519,үүрэхийг нь чи аахилахыг нь би
520,ААХИЛУУЛАХ
521,ААХИХ
522,ААХЬ 
523,аахь уухь~уухь аахь
524,аахь уухь болох
525,ААЦГАЙЛАХ
526,ААШ
527,ааш муутай
528,ааш сайтай
529,зөөлөн ааш
530,хөөрхөн ааш
531,сайхан ааш
532,цэвэр ичимтгий ааш
533,ааш авир
534,ааш араншин
535,ааш аяг
536,ааш бааш
537,ааш байдал
538,ааш дүр
539,ааш зан~зан ааш
540,ааш маяг
541,ааш явдал
542,хил ааш
543,"арслангийн ааш хаванд таарахгүй, гардийн шүүрэлт шаазгайнд тохирохгүй"
544,адайр ааш
545,ад мөрийн ааш
546,олон ааш
547,ааш орох
548,ааш үзүүлэх
549,ааш нь олдохгүй
550,ааш нь хөдлөх
551,аашны тулам
552,аашны хөрөнгө
553,"ааш муутайдаа гологдоно, ажил муутайдаа хожигдоно"
554,"оролдлого сайт оройд нь, оволзуур аашит ёроолд нь"
555,"ааш гэж адасга, зан гэж зараа"
556,аашийг нь сурахаар ажлыг нь сур
557,ААШААР
558,ААШГҮЙ
559,аашгүй хүүхэд
560,олон аашгүй
561,элдэв аашгүй
562,аашгүй хүүхэн
563,ААШГҮЙДЭХ
564,ААШГҮЙТЭХ
565,аашгүйтэн явах
566,ААШИРХАГ
567,ААШИРХАХ
568,ААШИРХУУ
569,ААШИТ
570,муу аашит
571,олон аашит
572,ААШИЛГА
573,ААШЛАМТГАЙ
574,ААШЛАМХАЙ
575,ААШЛАНГУЙ
576,None
577,ААШЛАХ I
578,бүдүүлэг аашлах
579,дураараа аашлах
580,зоргоороо аашлах
581,муухай аашлах
582,зад аашлах
583,аашлах загнах
584,ААШЛАХ II
585,ААШЛУУЛАХ
586,аашлуулах загнуулах
587,ААШЛУУР
588,ААШТАЙ
589,сайхан ааштай
590,зөөлөн ааштай
591,ааштай морь
592,ааштай хүн
593,олон ааштай
594,ААЯА
595,АБЖАА
596,АВ I
597,ав бархирах
598,ав дарах
599,ав зарлах
600,ав тавих
601,ав тарах
602,ав хайх
603,ав хийх
604,ав хоморго
605,ав хураах
606,авд мордох
607,авд явах
608,авын бүрээ
609,авын ганзага
610,авын гар
611,авын нохой
612,авын од
613,авын сүвээ
614,авын төв
615,авын шувуу
616,зээгт ав
617,хайдаг ав
618,хоморгот ав
619,хүрээ ав
620,чонын ав
621,ан ав
622,ав ажин
623,ав аян
624,ав хавчуур
625,ав хайдаг
626,ав хоморго
627,ав хүчин
628,ав шорлого
629,ав шувуу
630,АВ IV
631,ав адил
632,ав ариун
633,АВ III
634,ав сав
635,ав сав зантай
636,АВ II
637,авд орох
638,ав жив
639,АВАА I
640,АВАА II
641,аваа өгөө
642,аваа өгөө дуусах
643,аваа өгөө тохирох
644,аваа өгөөтэй хүн
645,АВААГҮЙ
646,АВААЖ
647,АВААЛ
648,АВААЛЬ
649,авааль гэргий
650,авааль нөхөр
651,авааль эхнэр
652,АВААР
653,АВААРГҮЙ
654,АВААРТАЙ
655,АВААРАЛДАХ
656,АВААРАХ
657,АВААРУУЛАХ
658,АВААС
659,АВААТАЙ
660,аваатай өгөөтэй
661,өгөөтэй аваатай бөхчүүд
662,АВААХАЙ
663,АВААЧИХ
664,гэртээ аваачих
665,урьж аваачих
666,барьж аваачих
667,дур зоргоор аваачих
668,тууж аваачих
669,хол аваачих
670,хөөж аваачих
671,цаазаар аваачих
672,АВАГДАХ
673,АВАГЛАХ I
674,АВАГЛАХ II
675,АВАГЧ
676,өшөө авагч
677,тэтгэвэр авагч
678,хүлээн авагч
679,радио хүлээн авагч
680,худалдан авагч
681,АВАЙ I
682,авай эм
683,авай хүүхэн
684,АВАЙ II
685,АВАЙ III
686,авай авай
687,авай хөөрхий
688,авай эвий
689,АВАЙЛАХ  II
690,АВАЙЛУУЛАХ II
691,АВАЛ
692,авал авах
693,авлаа дуусгах
694,авал өгөл
695,авал өглөө шувтлах
696,АВАЛДАА
697,авалдаа муутай
698,авалдаа сайтай
699,утгын авалдаа
700,авалдаа холбоо
701,АВАЛДААГҮЙ
702,АВАЛДААТАЙ
703,АВАЛДАХ
704,АВАЛДУУЛАХ
705,АВАЛТ
706,зураг авалт
707,хүлээн авалт
708,АВАЛТАЙ
709,өгөл авалтай
710,АВАЛЦАА I
711,АВАЛЦАА II
712,АВАЛЦААГҮЙ I
713,авалцаагүй яриа
714,хоорондоо авалцаагүй
715,хэл авалцаагүй
716,АВАЛЦААГҮЙ II
717,АВАЛЦААТАЙ I
718,АВАЛЦААТАЙ II
719,АВАЛЦАГЧ I
720,АВАЛЦАГЧ II
721,АВАЛЦАЛ
722,АВАЛЦАМТГАЙ
723,None
724,None
725,АВАЛЦАМХАЙ
726,АВАЛЦАХ
727,дуу дуугаа авалцах
728,зангаа авалцах
729,халаа авалцах
730,өгөлцөх авалцах
731,хэл ул авалцах
732,авалцан хөлдөх
733,гал авалцах
734,дүрсхийн авалцах
735,түймэр авалцах
736,ана мана авалцах
737,авалцан дийлэх
738,АВАЛЦМАЛ
739,АВАЛЦУУЛАХ
740,буу авалцуулах
741,гал авалцуулах
742,хонзонтой хоёрыг авалцуулах
743,АВАЛЦУУР
744,АВАЛЬ
745,АВАМГАЙ
746,авамгай зантай
747,үг авамгай хүүхэд
748,АВАМТГАЙ
749,АВАМХАЙ
750,АВАН 
751,аван гартахгүй
752,аван дуугарахгүй
753,аван хөдөлдөггүй
754,захаас аван
755,АВАНГАР
756,АВАНГАРД
757,АВАНГАРЛАХ
758,АВАНХАЙ
759,АВАНХАЙЛАХ
760,АВАНХАЙЛУУЛАХ
761,АВАР 
762,АВАРГА I
763,аварга хөрөө
764,аварга том
765,аварга загас
766,аварга могой
767,аварга сар
768,аварга тас
769,АВАРГА II
770,None
771,даян аварга
772,дархан аварга
773,аварга малчин
774,хөл бөмбөгийн аварга
775,АВАРГАДАХ
776,АВАРГАЛАХ
777,АВАРГАС
778,АВАХ
779,байр авах
780,зээл авах
781,эхнэр авах
782,хүүхэд авах
783,мэдээ авах
784,тарга авах
785,түрүү авах
786,ус авах
787,үг авах
788,төл авах
789,хулгай авах
790,хүлээн авах
791,хэл авах
792,шагнал авах
793,ширээ авах
794,юм авах
795,авах өгөх
796,гартаа авах
797,авах аргагүй
798,авах танаггүй
799,"авах юм ч үгүй, асгах шар ус ч үгүй"
800,"авах хүнд нэг үг ч эрдэнэ, орхих хүнд мянган үг ч улиг"
801,"авахдаа аварга могой, өгөхдөө өрөлбө бахь"
802,"авахыг мэдвэл өгөхөө мэд, өгөхийг мэдвэл авахаа мэд"
803,бээлий авах
804,малгай авах
805,эмээл авах
806,бөөрийг нь авах
807,олгой авах
808,үс авах
809,шүд авах
810,гараа авах
811,салхи авах
812,нуруугаа авах
813,сурч авах
814,уулзаж авах
815,хэлж авах
816,мэдээд авах
817,түргэн авах
818,уншаад авах
819,цохиод авах
820,тэврээд авах
821,ажиг авах
822,санаа авах
823,сэжиг авах
824,хайр авах
825,хар авах
826,хүч авах
827,чийг авах
828,аль хэдийнээс аван
829,өглөөнөөс аван
830,эхнээсээ аван
831,ам авах
832,ам хэл авах
833,амь авах
834,амьсгал авах
835,анир авах
836,арга хэмжээ авах
837,газар авах
838,гэрэл авах
839,зураг авах
840,зүлд авах
841,идэш авах
842,идээ авах
843,нойр авах
844,өл авах
845,татвар авах
846,ургац авах
847,үнэр авах
848,шав авах
849,эрлэг авах
850,зууш авах
851,зүрх авах
852,магнай авах
853,цох авах
854,элэг авах
855,"аваагүй бэр, агтлаагүй бурхан"
856,"авахдаа авхай, өгөхдөө хувхай"
857,"авахад алгаа тосож, өгөхөд өрцөө татах"
858,"авсан нь нэг тамтай, алдсан нь арван тамтай ~ алдсан хүн арван тамтай, авсан хүн нэг тамтай"
859,АВАХУЙ 
860,АВХУУЛАХ
861,зураг авхуулах
862,үсээ авхуулах
863,хурга авхуулах
864,тугал авхуулах
865,түймэрт авхуулах
866,салхи авхуулах
867,усанд авхуулах
868,үерт авхуулах
869,газар авхуулах
870,зүрхээ авхуулах
871,үнэр авхуулах
872,хосоо урт авхуулах
873,АВГА I
874,авга ах
875,авга бэргэн
876,авга хүргэн
877,авга эгч
878,бага авга
879,их авга
880,"алтан дэлхийд авга байх учиртай, нарт дэлхийд нагац байх учиртай"
881,АВГА II
882,АВГА III
883,АВГА IV
884,АВГААЛЬД
885,АВГАЙ I
886,АВГАЙ II
887,авгай авах
888,авгай сайн бол айл сайн
889,аваагүй байхад авгай сайхан алаагүй байхад үнэг сайхан
890,"авгай авсан хүн жилдээ бардам, азарга унасан хүн өдөртөө бардам"
891,авгай хүүхэн
892,АВГАЙЛАХ
893,АВГАЙЛГА
894,АВГАЙЛУУЛАХ
895,АВГАЙРАХ
896,АВГАЙРХАГ
897,АВГАЙРХАХ I
898,АВГАЙРХАХ II
899,АВГАЙРХУУ I
900,АВГАЙРХУУ II
901,авгайрхуу байдал
902,авгайрхуу зан
903,АВГАЙРХУУЛАХ
904,АВГАЙСАГ
905,АВГАЛДАЙ I
906,АВГАЛДАЙ II
907,АВГАЛДАЙЛАХ I
908,АВГАЛДАЙЛАХ II
909,АВГАЛДАЙРХУУ I
910,АВГАЛДАЙРХУУ II
911,АВГАНАР
912,АВГАНАХ
913,АВГАНУУЛАХ
914,АВД I
915,авд явахгүй
916,авд анахгүй
917,авд хөдлөхгүй
918,АВД II
919,авд зохиол
920,авд зохиомж
921,АВДАР
922,авдар онгойлгох
923,авдар цоожлох
924,авдрын ёроол
925,авдрын нүүр
926,авдран сэвэг
927,мөнгөний авдар
928,хоймрын авдар
929,хөлийн авдар
930,авдар хөөрөг
931,авдар сав
932,авдар үхэг
933,авдар ховд
934,авдар толгойтой
935,айдгийгаа авдартаа хийх
936,айлаас эрэхээр авдраа уудал
937,алтыг нь аваад авдрыг нь хаях
938,"авдар муудвал аргал хийнэ, азарга муудвал агт хийнэ"
939,авдар дүүрэн алт байвч аюулхай дүүрэн эрдмийг гүйцэхгүй
940,АВДАРЛАГЧ
941,АВДАРЛАМТГАЙ
942,АВДАРЛАМХАЙ
943,АВДАРЛАХ
944,None
945,эд хөрөнгө авдарлах
946,АВДАРЧИН
947,АВЖАА
948,АВЖИД
949,АВЖИЙ
950,АВЖИЙРХАГ
951,АВЖИЙРХАХ
952,АВЖИЙРХУУ
953,АВЗАА
954,АВЗААГҮЙ
955,АВЗААЛАХ
956,АВЗААЛУУЛАХ
957,АВЗААТАЙ
958,None
959,АВИА
960,авиа гаргах
961,авиа сонсогдох
962,авиа анир
963,авиа чимээ
964,чимээ авиа
965,авиа зүй
966,монгол хэлний авиа зүй
967,зэрэгцүүлсэн авиа зүй
968,түүхэн авиа зүй
969,авиа ижилсүүлэх ёс
970,авиа ижилсэхүй
971,авиа нөлөөтөн хувьсах
972,авиа ондооших
973,авиа солигдох
974,авиа сэлгэх
975,авиа тусгаарлал
976,авиа хувиргуур
977,авианы бичиг
978,авианы гажиг
979,авианы сэлгэлт
980,авианы хууль
981,авианы ялгарал
982,гийгүүлэгч авиа
983,эгшиг авиа
984,авиа бичлэг
985,АВИАГҮЙ
986,None
987,АВИАЖИХ
988,АВИАЛАХ
989,АВИАЛБАР
990,АВИАЛУУЛАХ
991,АВИАЛУУР
992,АВИАРХАГ
993,АВИАРХАХ
994,АВИАРХУУ
995,АВИАТАЙ
996,АВИАЧЛАХ
997,АВИАЧЛУУЛАХ
998,АВИАШИХ
999,АВИАШУУЛАХ
1000,АВИГ
1001,АВИД I
1002,АВИД II
1003,АВИД III
1004,АВИДАРМА
1005,АВИДЛАГЧ
1006,АВИДЛАЛ
1007,АВИДЛАХ
1008,АВИЗИЙ
1009,АВИР I
1010,бүдүүлэг авир
1011,догшин авир
1012,зөөлөн авир
1013,хуншгүй авир
1014,хэрцгий авир
1015,ширүүн авир
1016,авир араншин
1017,авир дүр
1018,авир зан
1019,авир төрх
1020,авир явдал
1021,зан авир
1022,"авир сайт айлд хонох, ам муут хээр хонох"
1023,АВИР II
1024,шивэр авир
1025,авир шивэр хэлэлцэх
1026,авир шивэр ярих
1027,None
1028,АВИРАГЧ
1029,None
1030,хаданд авирагч
1031,ууланд авирагч
1032,None
1033,None
1034,АВИРАЛТ
1035,АВИРАМТГАЙ
1036,None
1037,авирамтгай ямаа
1038,АВИРАМХАЙ
1039,АВИРАХ
1040,дээшээ авирах
1041,модонд авирах
1042,олсонд авирах
1043,хаданд авирах
1044,АВИРГҮЙ
1045,None
1046,авиргүй хүн
1047,"авиргүй бол нүүрээ барна, арвигүй бол эдээ барна"
1048,АВИРГҮЙДҮҮ
1049,АВИРГҮЙДЭХ
1050,АВИРГҮЙТЭХ
1051,АВИРГҮЙХЭН
1052,АВИРДАХ
1053,АВИРЛАГА
1054,АВИРЛАЛ
1055,АВИРЛАХ
1056,догшин авирлах
1057,дураараа авирлах
1058,АВИРТ
1059,АВИРЛУУЛАХ
1060,АВИРТАЙ
1061,АВИРТАН
1062,АВИРУУЛ
1063,None
1064,None
1065,None
1066,АВШИГ
1067,авшиг олох
1068,авшиг өгөх
1069,АВШИГГҮЙ
1070,АВШИГТАЙ
1071,АВЛААЧ
1072,АВЛАГА I
1073,авлага авах
1074,авлагын баримт
1075,авлагын эзэн
1076,өглөг авлага
1077,өр авлага
1078,АВЛАГА III
1079,АВЛАГАГҮЙ
1080,АВЛАГАЛАХ
1081,АВЛАГАТАЙ
1082,авлагатай байгууллага
1083,авлагатай хүн
1084,АВЛАГАЧ
1085,АВЛАЛДАХ
1086,АВЛАЛЦАХ I
1087,АВЛАЛЦАХ II
1088,АВЛАХ
1089,авлан шувуулах
1090,гахай авлах
1091,авлах гөрөөлөх
1092,авлах намнах
1093,АВЛИГА I
1094,АВЛИГА II
1095,авлига авах
1096,авлига өгөх
1097,авлига хөөх
1098,авлигын эзэн
1099,АВЛИГАЛАХ
1100,мөнгө авлигалах
1101,эд хөрөнгө авлигалах
1102,АВЛИГАЧ
1103,авлигач хүн
1104,авлигач шунахай
1105,АВЛИГАЧЛАХ
1106,АВЛИС I
1107,АВЛИС II
1108,АВЛУУЛАХ
1109,АВМАЛ
1110,None
1111,авмал эд
1112,АВРАГДАХ
1113,гал түймрээс аврагдах
1114,үерээс аврагдах
1115,үхлээс аврагдах
1116,АВРАГДАШГҮЙ
1117,АВРАГЧ
1118,амь аврагч
1119,аврагч завь
1120,аврагч онгоц
1121,АВРАЙ
1122,АВРАЛ
1123,аврал гуйх
1124,аврал хүсэх
1125,аврал эрэх
1126,бурхны аврал
1127,аврал буян
1128,даатгал аврал
1129,аврал нигүүлсэл
1130,аврал өршөөл
1131,аврал ивээл
1132,аврал энэрэл
1133,"даарахад гал аврал, ангахад ус аврал"
1134,АВРАЛГҮЙ
1135,АВРАЛДАХ
1136,АВРАЛТ
1137,авралт төр
1138,авралт засаг
1139,АВРАЛТАЙ
1140,АВРАЛТАН
1141,АВРАМТГАЙ
